title,description,creator,date,subject,subject (lcsh),keywords,digital collection,source,identifier,digital identifier,rights,rights (standardized),format original,type,language,format,reference url,cdmid,objectid
Men loading a boat,Men [in Dutch costume?] loading a boat in a canal with houses and clothing hanging on line drying.,"Iddings, John Edward",1927,Dwellings;,Dwellings;,,John Edward Iddings Lantern Slide Collection,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","MG 76, Box 3, Slide 129",106-2-44,"Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/439,439,spec_ji439
Sheep in a corral [03],Men examining sheep in corral,"Iddings, John Edward",1927,Sheep; Livestock;,Sheep; Livestock;,,John Edward Iddings Lantern Slide Collection,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","MG 76, Box 3, Slide 130",106-2-45,"Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/440,440,spec_ji440
Windmill,A wooden windmill in an unknown location.,"Iddings, John Edward",1927,Windmills;,Windmills;,,John Edward Iddings Lantern Slide Collection,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","MG 76, Box 3, Slide 131",106-2-46,"Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/441,441,spec_ji441
Crop field beds,Agriculture test crops beds in an unidentified location.,"Iddings, John Edward",1927,;irrigation,,irrigation,John Edward Iddings Lantern Slide Collection,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","MG 76, Box 3, Slide 132",106-2-47,"Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/442,442,spec_ji442
Men judging a grey horse,"Men judging a grey horse, likely for breeding purposes.","Iddings, John Edward",1927,Horses;horse show,Horses;,horse show,John Edward Iddings Lantern Slide Collection,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","MG 76, Box 3, Slide 133",106-2-48,"Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/443,443,spec_ji443
Cattle outside a barn,Cattle graze outside of a barn on an unidentified property.,"Iddings, John Edward",1927,Cows; Livestock;,Cows; Livestock;,,John Edward Iddings Lantern Slide Collection,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","MG 76, Box 3, Slide 118",106-2-33,"Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/444,444,spec_ji444
Cattle and people,Men stand and observe dairy cows in a field.,"Iddings, John Edward",1927,Cows; Livestock;,Cows; Livestock;,,John Edward Iddings Lantern Slide Collection,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","MG 76, Box 3, Slide 134",106-2-49,"Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/445,445,spec_ji445
Cow in a pasture,A young cow grazes in a pasture in an unknown location.,"Iddings, John Edward",1927,Cows; Livestock;cattle,Cows; Livestock;,cattle,John Edward Iddings Lantern Slide Collection,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","MG 76, Box 3, Slide 135",106-2-50,"Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/446,446,spec_ji446
Cattle showing [04],Participants walking beasts to showing grounds at an exhibition at the University of Idaho.,"Iddings, John Edward",1927,,,,John Edward Iddings Lantern Slide Collection,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","MG 76, Box 3, Slide 136",106-2-51,"Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/447,447,spec_ji447
Street scene in unknown location,Street scene in an unknown location. rail tracks can be seen in the street with people walking away from the photographer.,"Iddings, John Edward",1927,;children,,children,John Edward Iddings Lantern Slide Collection,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","MG 76, Box 3, Slide 137",106-2-52,"Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/448,448,spec_ji448
Two men show a bull,Two men stand showing a bull.,"Iddings, John Edward",1927,Livestock;cattle,Livestock;,cattle,John Edward Iddings Lantern Slide Collection,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","MG 76, Box 3, Slide 138",106-2-53,"Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/449,449,spec_ji449
Cattle showing [05],Participants are lined up and ready for a cattle showing at the University of Idaho.,"Iddings, John Edward",1927,Cows; Livestock;,Cows; Livestock;,,John Edward Iddings Lantern Slide Collection,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","MG 76, Box 3, Slide 139",106-2-54,"Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/450,450,spec_ji450
People looking at sheep,People looking at a flock of sheep outside a building in an unknown location.,"Iddings, John Edward",1927,Sheep; Livestock;,Sheep; Livestock;,,John Edward Iddings Lantern Slide Collection,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","MG 76, Box 3, Slide 140",106-2-55,"Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/451,451,spec_ji451
Ship at sea,A large ocean liner at sea.,"Iddings, John Edward",1927,Cruise ships;,Cruise ships;,,John Edward Iddings Lantern Slide Collection,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","MG 76, Box 3, Slide 141",106-2-56,"Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/452,452,spec_ji452
Four wheeled carriages,Four-wheeled carriages pulled by teams of horses with drivers and passengers.,"Iddings, John Edward",1927,Horses;,Horses;,,John Edward Iddings Lantern Slide Collection,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","MG 76, Box 3, Slide 142",106-2-57,"Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/453,453,spec_ji453
Facade of a building [04],Facade of a building in an unknown location.,"Iddings, John Edward",1927,,,,John Edward Iddings Lantern Slide Collection,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","MG 76, Box 3, Slide 143",106-2-58,"Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/454,454,spec_ji454
Harvesting a crop,Harvesting a crop using gas-powered machines.,"Iddings, John Edward",1927,;machines; chimney,,"machines, chimney",John Edward Iddings Lantern Slide Collection,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","MG 76, Box 3, Slide 144",106-2-59,"Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/455,455,spec_ji455
Low wheeled chair with dog,A low wheeled chair with driver and a harnessed dog on the side.,"Iddings, John Edward",1927,;transport; transportation,,"transport, transportation",John Edward Iddings Lantern Slide Collection,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","MG 76, Box 3, Slide 119",106-2-34,"Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/456,456,spec_ji456
Long building with garden,"A long building at left and a man standing in a garden, at right.","Iddings, John Edward",1927,,,,John Edward Iddings Lantern Slide Collection,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","MG 76, Box 3, Slide 120",106-2-35,"Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/457,457,spec_ji457
Crop field near channel,Crop field with windmill and irrigation canal.,"Iddings, John Edward",1927,Windmills;,Windmills;,,John Edward Iddings Lantern Slide Collection,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","MG 76, Box 3, Slide 150",106-2-65,"Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/458,458,spec_ji458
Costume parade [01],People in a costume parade on an unidentified street.,"Iddings, John Edward",1927,;wooden shoes,,wooden shoes,John Edward Iddings Lantern Slide Collection,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","MG 76, Box 3, Slide 151",106-2-66,"Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/459,459,spec_ji459
Tending a crop,Men tend a crop in beds; one man is watering plants in the background (right side of image) while another kneels to look at undergrowth.,"Iddings, John Edward",1927,;irrigation,,irrigation,John Edward Iddings Lantern Slide Collection,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","MG 76, Box 3, Slide 145",106-2-60,"Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/460,460,spec_ji460
Costume parade [02],Men in tophats dance with women in bonnets and flowered dresses during a parade.,"Iddings, John Edward",1927,,,,John Edward Iddings Lantern Slide Collection,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","MG 76, Box 3, Slide 152",106-2-67,"Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/461,461,spec_ji461
Cavalry parade [01],Cavalry parade in an open field near the University of Idaho.,"Iddings, John Edward",1927,Horses;,Horses;,,John Edward Iddings Lantern Slide Collection,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","MG 76, Box 3, Slide 153",106-2-68,"Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/462,462,spec_ji462
Cavalry parade [02],Cavalry on parade in an open field near the University of Idaho.,"Iddings, John Edward",1927,Horses;,Horses;,,John Edward Iddings Lantern Slide Collection,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","MG 76, Box 3, Slide 154",106-2-69,"Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/463,463,spec_ji463
Men on parade,Men on parade in an open field.,"Iddings, John Edward",1927,,,,John Edward Iddings Lantern Slide Collection,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","MG 76, Box 3, Slide 155",106-2-70,"Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/464,464,spec_ji464
Cavalry parade [03],Cavalry parade in an open field near the University of Idaho.,"Iddings, John Edward",1927,Horses;,Horses;,,John Edward Iddings Lantern Slide Collection,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","MG 76, Box 3, Slide 156",106-2-71,"Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/465,465,spec_ji465
Military parade,"A military parade in an open field, with infantry and gunmen in foreground.","Iddings, John Edward",1927,,,,John Edward Iddings Lantern Slide Collection,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","MG 76, Box 3, Slide 157",106-2-72,"Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/466,466,spec_ji466
Men and cars beside a building,Two cars and three men in front of a building. [Vejen?],"Iddings, John Edward",1927,,,,John Edward Iddings Lantern Slide Collection,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","MG 76, Box 3, Slide 146",106-2-61,"Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/467,467,spec_ji467
Man with two bulls pulling a mill,A man with two bulls pulling a mill stone.,"Iddings, John Edward",1927,Livestock;animal traction; machines,Livestock;,"animal traction, machines",John Edward Iddings Lantern Slide Collection,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","MG 76, Box 3, Slide 147",106-2-62,"Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/468,468,spec_ji468
Man in traditional desert dress,A man in traditional costume with a horse in front of a building in an unknown location.,"Iddings, John Edward",1927,Horses;,Horses;,,John Edward Iddings Lantern Slide Collection,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","MG 76, Box 3, Slide 148",106-2-63,"Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/469,469,spec_ji469
Cattle in a corral,"Dairy heifers, likely pregnant, standing in a corrall.","Iddings, John Edward",1927,Cows; Livestock;,Cows; Livestock;,,John Edward Iddings Lantern Slide Collection,"MG 76, Edward John Iddings. Scrapbooks, 1904-1954, University of Idaho Library Special Collections and Archives","MG 76, Box 3, Slide 149",106-2-64,"Material has been determined to be in Public Domain as it was created by a University of Idaho professor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"lantern slides, black-and-white transparencies",Image;StillImage,eng,image/jpg,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_ji/id/470,470,spec_ji470
